Sentence,Label,group
Submitting it for Hudson to run the tests.,0,3
Can someone review the patch in the meanwhile?,0,3
"Looks good, I'll commit.",0,3
Thanks Thomas!,1,3
"Hi Knut 
I am interested in taking up this task.. Is that fine and kindly direct me on where to start off here.",0,3
"Thanks Divesh,

Your patch is commited at revision: 762863  
",1,3
"Hi Sagara,

Thank you very much for looking into this.",1,3
I will investigate this issue and update the patch.,0,3
"Thanks,
-Suresh ",0,3
A pleasure :>.,1,3
"Cheers,
   Berin
",0,3
Thanks Tom.,1,3
I updated the indentation and doc/build.xml.,0,3
I think that the problems are not related.,0,3
"I think that Henry Zongaro should open a new defect for the local-name
problem.",0,3
"Fix for the gererate-id() problem seems to be correct.
",0,3
Thanks Andrew.,0,3
Patch applied to PACK200 module at repo revision r611862.,0,3
"Please check it was applied as you expected.
",0,3
I would love to have it right now for storm too. If you want me to sign up as a use case I am happy to.,1,3
"patch to add DynamicAttributesHandler and update SimpleTheme, AbstractCommonAttributesTest, and AbstractTest",0,3
"re: ""should remain"" - yes, I vote it should remain, but be more flexible",0,3
"+1, committed, thanks",0,3
The changes to LazyBoolean.java look good.,0,3
+1 to what Esteban said.,0,3
Committed.,0,3
Thanks for the patch Erik (and Jon),1,3
Committed.,0,3
Thanks Edward,0,3
"Thanks for figuring this one out and providing the patch, Jamie!",1,3
Fixed in http://svn.eu.apache.org/viewvc?view=rev&revision=702423,0,3
@Ashutosh: thanks a lot for the comments.,1,3
"updated patch submitted at:
https://reviews.facebook.net/D4455",0,3
"Hi Yuval, could you please attach a sample project showing the error?",0,3
"Or even better, do you have a patch?",0,3
"Created an attachment (id=12292)
corrresponding patch for LocalStrings.properties - will provide more as I encounter them
",0,3
Thanks for the quick patching Donald!,1,3
"Thanks Bilgin,  it is working fine now.",1,3
"Hello Paulex,

    The fix is fine.",0,3
Thanks!,0,3
"Best regards,
Jimmy",0,3
A test suite that shows the issue,0,3
> Eagerly awaiting faster mirroring with github.,0,3
See INFRA-4641 for some thoughts on how we could/should achieve that.,0,3
Input welcome!,0,3
I just committed this.,0,3
Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.,1,3
Thanks for Confluence update Francis,0,3
"Svetlana,

Fixed in LUNI java.net.DatagramPacket at repo revision 376009.",0,3
"Please check this fully resolves your problem.
",0,3
@Matt It would if I submitted the patch... Ugh  Lets see.,0,3
Patch applied.,0,3
Thanks senaka for the patch.,1,3
Thanks [~bikassaha] addressed your comments.,0,3
Attaching a new patch.,0,3
"Thank you very much, Richard.",1,3
The fix looks fine at r517575.,0,3
The patch looks fine.,0,3
Thank you,0,3
"On 2010-03-01 15:37:55.688 jchuang commented:
AIR bug is fixed.",0,3
Can you please submit a patch?,0,3
"thanks,
dims",0,3
Thanks!,0,3
Patch applied in revision 885311.,0,3
"Thanks for the patch Niall, +1",1,3
I just committed this.,0,3
thanks henry!,1,3
Shawn committed the fix in  rev 1159269 & rev 1164330,0,3
my xsltmark tests now run the docbook test without a problem.,0,3
Thank Morris.,0,3
Patch applied at 472664.,0,3
Please check that it was applied as expected.,0,3
why do we need normalmappedsegment as well as native?,0,3
could we get rid of normal?,0,3
Patch d2087_try2.diff  Committed revision 499100 - Thanks Julius,0,3
Patch applied in r710027.,0,3
Thanks!,0,3
The rest of the TODO has been postponed to Camel 2.0 in CAMEL-971.,0,3
"Thanks Jacopo, this is in SVN rev 7808.",0,3
"Yup, it does the trick.",0,3
I've ran the tests are both seems to be running fine now.,0,3
+1 on the patch.,0,3
"As I know this is working , [I didnt not test with JSR 181] , but I have tested with POJOs and it worked fine for me 

Thanks
Deepal",0,3
Patch applied in rev 586231,0,3
"If tablet unloads were to use the normal compaction queue, may want to prioritize unload related compactions on the queue.  ",0,3
"Taking it over

Thanks,
Mayank",1,3
"Thanks Ivan, I commit the code according to your suggestion.",0,3
"Committed revision 1298668.

thanks for the suggestion Antony",0,3
"Verified at r495393, thanks Tim.",0,3
"Hi Jacopo,

no problem.",0,3
":)

Best regards,
Fabian.",1,3
Thanks  Rishi Solanki  to review the patch.,1,3
I agree.,0,3
Thanks for looking.,0,3
Patch committed.,0,3
Thanks Hari!,1,3
Thanks for the patch Ferdy.,0,3
"Lets see if someone else votes that they want it and if so, then we'll commit?",0,3
"Hello Ruth,

The patch has been committed at revision r502513.",0,3
Thanks a lot for this enhancement.,0,3
Please verify this issue is fixed as you expected.,0,3
"Best regards,
Richard",1,3
"So, i'm going to make a patch that does 1G regions and 128M flushes (with the multiplier still of x2 so we'll grow to 256M before the barrier comes down).",0,3
Any objections?,0,3
(A 2GB memstore flush is fine when lzo is on but we want something for default).,0,3
"Hello George,

The fix looks fine, many thanks!",1,3
"Best regards,

Andrew",1,3
"Updated patch, so that the needed values from uiLabelMap can be accessible in ftls too.",0,3
"I have applied your patch
http://svn.apache.org/viewvc?view=rev&revision=757162
Thanks Pierre-Arnaud!",0,3
See https://issues.apache.org/jira/browse/HBASE-5151?focusedCommentId=13412056&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-13412056 for one reason we need versioning in patch filenames.,0,3
"When versioning is in play, the above regex wouldn't pick up all the patches.",0,3
Does this belong to http://issues.apache.org/jira/browse/DAYTRADER too?,0,3
"Committed revision 1058592.

thanks uwe for the review",0,3
I committed the patch.,0,3
Thank you Brandon.,1,3
Ilene Seeleman has agreed to review patch.,0,3
"Hi Areek, yes, I'm reviewing your patch.",0,3
It is just taking more time than I thought it would.,0,3
I really like what I am seeing so far.,1,3
This is quality work.,1,3
Committed revision 901901 to trunk.,0,3
Thanks Dianne!,1,3
Thanks Elena.,1,3
Fixed in LUNI module at repo revision r598681.,0,3
"Please check that this resolves the issue for you.
",0,3
belongs to cactus project?,0,3
+1 Committed.,0,3
Thanks Suresh,1,3
Applied combined patch from Shiva and BJ at r692233.,0,3
Thanks to both for these usability enhancements !,1,3
"Thanks a lot for the reviews, Todd.",1,3
I've just committed this to trunk and branch-2.,0,3
Looks good.,0,3
Thanks Stepan.,1,3
"+1

Looks good to me.",0,3
Thanks Doug for the change.,1,3
"As far as I understand the specification, [/jcr:system/jcr:versionStorage/17/66/ea/1766eaef-f0f5-4cf6-95ef-a1d7290257f9] is not a legal name:

http://www.day.com/specs/jcr/2.0/6_Query.html#6.7.4 Name

Name ::= '[' quotedName ']' | '[' simpleName ']' |
simpleName ::= /* A JCR Name that is also a legal SQL identifier 10 */
10 See the SQL:92 rules for <regular identifier> (in ISO/IEC 9075:1992 Â§5.2 <token> and <separator>).


",0,3
"Too bad :(
What ff we could check C-heap lock state before forking and possibly switch to an alternative way?",0,3
"Because of this and HADOOP-4972, it may makes sense to acquire namesystem locks in getBlockLocationsInternal.",0,3
"However, it may leads to significant performance degradation",0,3
Typo:  surfix -> suffix,0,3
Who knows what evil lurks in the heart of Solr?,0,3
The shadow maven build knows...,0,3
Great investigations Doron!,1,3
Personally I'm more concerned with (1) than (2).,0,3
"Was the fix for one issue more responsible for the performance loss than the other?

",0,3
"I'm no pom expert, but it seems that unqualified pom variables can cause this problem.",0,3
Attached is a patch to support those variables.,0,3
"correct build status capture
echo's exit code",0,3
"Paulex, the original patch seems to be out-of-date.",0,3
Thanks,0,3
I tend to doubt there's anything we can do about this if the problem is at a lower level.,0,3
"Thanks for your patience.
",1,3
This file demonstrates the problem described in this bug.,0,3
The expected behavior would be to see the following messages on stdout.,0,3
"This script renames the files like follows:

cd modules/lang-management/src/test/impl/java/org/apache/harmony/lang/management
svn move DynamicMXBeanImplTest.java DynamicMXBeanImplTestBase.java
svn move SingleInstanceDynamicMXBeanImplTest.java SingleInstanceDynamicMXBeanImplTestBase.java
svn move MultiInstanceDynamicMXBeanImplTest.java MultiInstanceDynamicMXBeanImplTestBase.java

Run it please from classlib base directory.",0,3
"I respectfully disagree with your interpretation even though in most of the
cases it corresponds to what the majority of users may expect to see (including
myself).",0,3
"This said, HttpClient is a general purpose HTTP agent and as such
should follow the letter of the specification rather than make informed guesses.",0,3
We are not supposed to invent stuff.,0,3
"Nowhere in the spec 'circular redirects'
are mentioned.",0,3
"The spec states that an HTTP agent should avoid infinite loops,
which is not the same thing as circular redirects in my opinion.",0,3
I saw this recently when using a custom built ActiveMQ (5.0.0.9-fuse) with ServiceMix (3.2.1).,0,3
"I think the language in snowball must be English, not en.",0,3
I'll have a look at mime4j and try to use it in Tika,0,3
Thanks Ivan.,1,3
Your patch was applied at 553723.,0,3
"Please, verify.",0,3
"Looks fine, thanks.",0,3
That was a pain!,0,3
Thanks!,0,3
svn rev 503448,0,3
Do you want me to tweak the patch to rename the alternate body header tag andif  move it to the MailConstants?,0,3
"If you have any other things you don't like about it, let me know and I can work on it tomorrow.

",0,3
Cancelling patch until we get a consensus on Carl's comment.,0,3
Makes sense to me.,0,3
"We have equalsIgnoreCase, so having that ability for EqualsBuilder (and therefore HashCodeBuilder) seems apt.",0,3
Setting fix version for 3.0 - ie) won't be looking at applying this until after 2.3 gets released.,0,3
"Hi Sandy,
Thanks so much to give me such comments, that's really helpful, I will update this later.",1,3
"ahhh sweet, i'm guessing you have an IDE that does this? If the tests pass commit, this kinda crap goes out of date too fast!",1,3
Sending to IRB.,0,3
"On 2011-10-26 14:27:36.512 chiedozi commented:
This would be a very simple change to make.",0,3
I would just need to retrieve the backgroundAlpha style before calling drawRect in its updateDisplayList.,0,3
The problem is that we use this draw call to also draw the thin divider.,0,3
I want to integrate the sweet sweet logo Andrew crafted.,1,3
"On 2011-10-26 15:16:22.394 jsaracin commented:
IRB -- opening to Chiedo, priority B, Ultra.",0,3
"Thanks, Oliver!",1,3
"The patch is fine.
",0,3
Thanks to Fabrizio for the patch.,1,3
I'm almost done w/ a conversion.,0,3
Regex is your friend.,1,3
[~ikelly] are you trying the right patch?,0,3
the new patch already put the #resolveConflict after checking ensemble.,0,3
"oh, I looked closely to see if you flipped args or did a compare w/ a presumption that hadn't been testing a statement or two earlier and it all looks right to me.",0,3
Thanks Awdesh - Done at r821748.,1,3
"I had a quick look at the ab patch, and nothing jumped at me.",0,3
"Two small nits, though:

  * the count variable in requireAtLeastOneProperty() is never used

  * couldntSetProperty() reinvents Property.toString() (or actually Hashtable.toString() which is inherited by Property)",0,3
"Thanks Richard,

Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.",1,3
"Please check that the patch was applied as you expected.
",0,3
"+1 Looks good

I just committed this.",0,3
"Thanks, Tom",1,3
"Thanks for your comments, Konstantin.",1,3
I addressed all of them in a new version of the patch.,0,3
do we really need this?,0,3
the current command is modeled after the export shell command.,0,3
export x=y sets the variable.,0,3
export with no args prints all the current settings.,0,3
we are missing an equivalent of export -n (to unset stuff).,0,3
if this is not a good model - then we should switch it with something different altogether.,0,3
"Well, 4762 is going nowhere fast, should we push this to 2.1 as well?",0,3
This should have been fixed already.,0,3
EventListeners and CacheLoaders are documented.,0,3
Only peerProviders and some tutorial left to do.,0,3
XW-172 already talked about number conversion and localization.,0,3
Sorry I didn't see that before creating this issue.,0,3
thanks to Christian Kaltepoth for provide this patch,0,3
"Marcelo, thanks for pointing out this; it is now fixed in rev.",1,3
"Hi, did you check the snapshot?",0,3
+ http://tomee.apache.org/datasource-config.html explains that IgnoreDefaultValues can be used to avoid it,0,3
"fixed in revision 413841
Boris, please check that it was applied as expected",0,3
At the very least the exception could explain what the problem is rather than what the state of an obscure private variable is.,0,3
"On 2008-02-25 15:37:45.766 jchuang commented:
This is an AIR issue, the AIR team has been notified.",0,3
"On 2010-03-01 16:52:26.625 jchuang commented:
Correctly resolved external",0,3
Thanks for updating the dependency.,0,3
Checked in the patch (see revision 1295288).,0,3
"+1, thanks Henry
Committed revision 779716.",0,3
"I don't this its specific to HyperV, as the mgmt server has to take care of reservation of IP address.",0,3
Can you verify with other hypervsisors and update .,0,3
"looks fine, thank you.",1,3
